evidence_id,family,indicator,type,first_seen,provenance,confidence,independently_verified,source_url,retrieval_date_utc,notes,status_label
RAT-IND-0032,RatHat,cunzhang.jrgdef.cn,domain,unspecified,PRIMARY-SOURCE,Moderate,false,https://github.com/Zimperium/IOC/tree/master/2026-09-RatHat,2026-09-19T19:05:00Z,From Zimperium c2.csv | UNVERIFIED pending passive checks where applicable. NOT malware download.,CAMPAIGN_ASSOCIATED
RAT-IND-0033,RatHat,bc.etlva.cn,domain,unspecified,PRIMARY-SOURCE,Moderate,false,https://github.com/Zimperium/IOC/tree/master/2026-09-RatHat,2026-09-19T19:05:00Z,From Zimperium c2.csv | UNVERIFIED pending passive checks where applicable. NOT malware download.,CAMPAIGN_ASSOCIATED
RAT-IND-0034,RatHat,jiaozhu.etlva.cn,domain,unspecified,PRIMARY-SOURCE,Moderate,false,https://github.com/Zimperium/IOC/tree/master/2026-09-RatHat,2026-09-19T19:05:00Z,From Zimperium c2.csv | UNVERIFIED pending passive checks where applicable. NOT malware download.,CAMPAIGN_ASSOCIATED
RAT-IND-0035,RatHat,mao.terh5.cn,domain,unspecified,PRIMARY-SOURCE,Moderate,false,https://github.com/Zimperium/IOC/tree/master/2026-09-RatHat,2026-09-19T19:05:00Z,From Zimperium c2.csv | UNVERIFIED pending passive checks where applicable. NOT malware download.,CAMPAIGN_ASSOCIATED
RAT-IND-0036,RatHat,kingbss.com,domain,unspecified,PRIMARY-SOURCE,Moderate,false,https://github.com/Zimperium/IOC/tree/master/2026-09-RatHat,2026-09-19T19:05:00Z,From Zimperium phishing.csv | UNVERIFIED pending passive checks where applicable. NOT malware download.,CAMPAIGN_ASSOCIATED
RAT-IND-0037,RatHat,app.tmgg01.top,domain,unspecified,PRIMARY-SOURCE,Moderate,false,https://github.com/Zimperium/IOC/tree/master/2026-09-RatHat,2026-09-19T19:05:00Z,From Zimperium phishing.csv | UNVERIFIED pending passive checks where applicable. NOT malware download.,CAMPAIGN_ASSOCIATED
RAT-IND-0038,RatHat,primevoria.com,domain,unspecified,PRIMARY-SOURCE,Moderate,false,https://github.com/Zimperium/IOC/tree/master/2026-09-RatHat,2026-09-19T19:05:00Z,From Zimperium phishing.csv | UNVERIFIED pending passive checks where applicable. NOT malware download.,CAMPAIGN_ASSOCIATED
RAT-IND-0039,RatHat,https://x14hidgz0ez.s3.ap-south-1.amazonaws.com/Xr9HBk23fX.apk,url,unspecified,PRIMARY-SOURCE,Moderate,false,https://github.com/Zimperium/IOC/tree/master/2026-09-RatHat,2026-09-19T19:05:00Z,Phishing APK URL — do not download | UNVERIFIED pending passive checks where applicable. NOT malware download.,CAMPAIGN_ASSOCIATED
RAT-IND-0040,RatHat,00ba0d5aea129f098b5a609633ac77cd642fddba8b64f6332e49e6d33294992e,sha256,unspecified,PRIMARY-SOURCE,Moderate,false,https://github.com/Zimperium/IOC/tree/master/2026-09-RatHat,2026-09-19T19:05:00Z,First listed APK hash in Zimperium apks.csv (representative; 162 total) | UNVERIFIED pending passive checks where applicable. NOT malware download.,CAMPAIGN_ASSOCIATED
NRB-IND-0001,NodeRabbit,1ea83e4e4592b01e4acab63eb867bee5,md5,unspecified,PRIMARY-SOURCE,High,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T18:07:48Z,Archive Front-Technical-Challenge.zip. Preserve MD5; obtain SHA-256 via authorized metadata later. Alias NOD-EV in seed pass. NOT OBSERVED by ETW.,CAMPAIGN_ASSOCIATED
NRB-IND-0002,NodeRabbit,cbaaf0900a13f28e380f49adecec932c,md5,unspecified,PRIMARY-SOURCE,High,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T18:07:48Z,Archive FrontEnd-Task.zip. Preserve MD5; obtain SHA-256 via authorized metadata later. Alias NOD-EV in seed pass. NOT OBSERVED by ETW.,CAMPAIGN_ASSOCIATED
NRB-IND-0003,NodeRabbit,366515822d5ac1cc500711ef57a2e32e,md5,unspecified,PRIMARY-SOURCE,High,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T18:07:48Z,Archive Task-FullStack.zip. Preserve MD5; obtain SHA-256 via authorized metadata later. Alias NOD-EV in seed pass. NOT OBSERVED by ETW.,CAMPAIGN_ASSOCIATED
NRB-IND-0004,NodeRabbit,cf449f1992c2819e62ac44a0b06ac2e7,md5,unspecified,PRIMARY-SOURCE,High,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T18:07:48Z,Archive fullstack-1536.zip. Preserve MD5; obtain SHA-256 via authorized metadata later. Alias NOD-EV in seed pass. NOT OBSERVED by ETW.,CAMPAIGN_ASSOCIATED
NRB-IND-0005,NodeRabbit,e95a4366686e3f786ea3c056fab5b0da,md5,unspecified,PRIMARY-SOURCE,High,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T18:07:48Z,Archive webapp76592.zip. Preserve MD5; obtain SHA-256 via authorized metadata later. Alias NOD-EV in seed pass. NOT OBSERVED by ETW.,CAMPAIGN_ASSOCIATED
NRB-IND-0006,NodeRabbit,de5af16a3757ef700b01dc34d67079ae,md5,unspecified,PRIMARY-SOURCE,High,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T18:07:48Z,Archive webapp76531.zip. Preserve MD5; obtain SHA-256 via authorized metadata later. Alias NOD-EV in seed pass. NOT OBSERVED by ETW.,CAMPAIGN_ASSOCIATED
NRB-IND-0007,NodeRabbit,be086789568441d0d7e4679aee51f566,md5,unspecified,PRIMARY-SOURCE,High,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T18:07:48Z,Archive challenges-17831.zip. Preserve MD5; obtain SHA-256 via authorized metadata later. Alias NOD-EV in seed pass. NOT OBSERVED by ETW.,CAMPAIGN_ASSOCIATED
NRB-IND-0008,NodeRabbit,e259c5edf158aac4cfe14f77ddd0b196,md5,unspecified,PRIMARY-SOURCE,High,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T18:07:48Z,Archive challenges-17832.zip. Preserve MD5; obtain SHA-256 via authorized metadata later. Alias NOD-EV in seed pass. NOT OBSERVED by ETW.,CAMPAIGN_ASSOCIATED
NRB-IND-0009,NodeRabbit,291ac3abe73c5158e59a437b75d5f0aa,md5,unspecified,PRIMARY-SOURCE,High,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T18:07:48Z,Archive Project-1802.zip. Preserve MD5; obtain SHA-256 via authorized metadata later. Alias NOD-EV in seed pass. NOT OBSERVED by ETW.,CAMPAIGN_ASSOCIATED
NRB-IND-0010,NodeRabbit,0962f56d7ec69f4f2a0162dcbe22116b,md5,unspecified,PRIMARY-SOURCE,High,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T18:07:48Z,Archive Case-34234.zip. Preserve MD5; obtain SHA-256 via authorized metadata later. Alias NOD-EV in seed pass. NOT OBSERVED by ETW.,CAMPAIGN_ASSOCIATED
NRB-IND-0011,NodeRabbit,795e053a990a1569ffdcb57f48f6d085,md5,unspecified,PRIMARY-SOURCE,High,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T18:07:48Z,SUPERSEDED_CASE_TAG: RankChallenge-react ZIP is PollCat lure â€” authoritative row POL-IND-0001. Retained for cross-ref only; do not use as NodeRabbit IOC.,CROSS_REF_POLLCAT
NRB-IND-0012,NodeRabbit,plugplay.azurewebsites.net,domain,unspecified,PRIMARY-SOURCE,High,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T18:07:48Z,Azure/Cloudflare-backed C2 context. Shared cloud IP != actor-owned. agent:servers makes lists perishable. NOT OBSERVED by ETW. Alias NOD-EV in seed pass.,CAMPAIGN_ASSOCIATED
NRB-IND-0013,NodeRabbit,rgbteller.azurewebsites.net,domain,unspecified,PRIMARY-SOURCE,High,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T18:07:48Z,Azure/Cloudflare-backed C2 context. Shared cloud IP != actor-owned. agent:servers makes lists perishable. NOT OBSERVED by ETW. Alias NOD-EV in seed pass.,CAMPAIGN_ASSOCIATED
NRB-IND-0014,NodeRabbit,wslwebui.azurewebsites.net,domain,unspecified,PRIMARY-SOURCE,High,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T18:07:48Z,Azure/Cloudflare-backed C2 context. Shared cloud IP != actor-owned. agent:servers makes lists perishable. NOT OBSERVED by ETW. Alias NOD-EV in seed pass.,CAMPAIGN_ASSOCIATED
NRB-IND-0015,NodeRabbit,visitfinancedentists.com,domain,unspecified,PRIMARY-SOURCE,High,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T18:07:48Z,Azure/Cloudflare-backed C2 context. Shared cloud IP != actor-owned. agent:servers makes lists perishable. NOT OBSERVED by ETW. Alias NOD-EV in seed pass.,CAMPAIGN_ASSOCIATED
NRB-IND-0016,NodeRabbit,kyrasey-f8hfexa5cqamh7fk.westeurope-01.azurewebsites.net,domain,unspecified,PRIMARY-SOURCE,High,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T18:07:48Z,Azure/Cloudflare-backed C2 context. Shared cloud IP != actor-owned. agent:servers makes lists perishable. NOT OBSERVED by ETW. Alias NOD-EV in seed pass.,CAMPAIGN_ASSOCIATED
NRB-IND-0017,NodeRabbit,healthcomfsdpower.com,domain,unspecified,PRIMARY-SOURCE,High,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T18:07:48Z,Azure/Cloudflare-backed C2 context. Shared cloud IP != actor-owned. agent:servers makes lists perishable. NOT OBSERVED by ETW. Alias NOD-EV in seed pass.,CAMPAIGN_ASSOCIATED
NRB-IND-0018,NodeRabbit,naturalapplication.azurewebsites.net,domain,unspecified,PRIMARY-SOURCE,High,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T18:07:48Z,Azure/Cloudflare-backed C2 context. Shared cloud IP != actor-owned. agent:servers makes lists perishable. NOT OBSERVED by ETW. Alias NOD-EV in seed pass.,CAMPAIGN_ASSOCIATED
NRB-IND-0019,NodeRabbit,retaildemo.azurewebsites.net,domain,unspecified,PRIMARY-SOURCE,High,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T18:07:48Z,Azure/Cloudflare-backed C2 context. Shared cloud IP != actor-owned. agent:servers makes lists perishable. NOT OBSERVED by ETW. Alias NOD-EV in seed pass.,CAMPAIGN_ASSOCIATED
NRB-IND-0020,NodeRabbit,tubitak.azurewebsites.net,domain,unspecified,PRIMARY-SOURCE,High,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T18:07:48Z,Azure/Cloudflare-backed C2 context. Shared cloud IP != actor-owned. agent:servers makes lists perishable. NOT OBSERVED by ETW. Alias NOD-EV in seed pass.,CAMPAIGN_ASSOCIATED
NRB-IND-0021,NodeRabbit,crossdwm.azurewebsites.net,domain,unspecified,PRIMARY-SOURCE,High,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T18:07:48Z,Azure/Cloudflare-backed C2 context. Shared cloud IP != actor-owned. agent:servers makes lists perishable. NOT OBSERVED by ETW. Alias NOD-EV in seed pass.,CAMPAIGN_ASSOCIATED
NRB-IND-0022,NodeRabbit,wdisystem.azurewebsites.net,domain,unspecified,PRIMARY-SOURCE,High,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T18:07:48Z,Azure/Cloudflare-backed C2 context. Shared cloud IP != actor-owned. agent:servers makes lists perishable. NOT OBSERVED by ETW. Alias NOD-EV in seed pass.,CAMPAIGN_ASSOCIATED
NRB-IND-0023,NodeRabbit,wslmenus.azurewebsites.net,domain,unspecified,PRIMARY-SOURCE,High,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T18:07:48Z,Azure/Cloudflare-backed C2 context. Shared cloud IP != actor-owned. agent:servers makes lists perishable. NOT OBSERVED by ETW. Alias NOD-EV in seed pass.,CAMPAIGN_ASSOCIATED
NRB-IND-0024,NodeRabbit,dnshnsdev.azurewebsites.net,domain,unspecified,PRIMARY-SOURCE,High,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T18:07:48Z,Azure/Cloudflare-backed C2 context. Shared cloud IP != actor-owned. agent:servers makes lists perishable. NOT OBSERVED by ETW. Alias NOD-EV in seed pass.,CAMPAIGN_ASSOCIATED
NRB-IND-0025,NodeRabbit,hpjumpsrv.azurewebsites.net,domain,unspecified,PRIMARY-SOURCE,High,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T18:07:48Z,Azure/Cloudflare-backed C2 context. Shared cloud IP != actor-owned. agent:servers makes lists perishable. NOT OBSERVED by ETW. Alias NOD-EV in seed pass.,CAMPAIGN_ASSOCIATED
NRB-IND-0026,NodeRabbit,storview.azurewebsites.net,domain,unspecified,PRIMARY-SOURCE,High,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T18:07:48Z,Azure/Cloudflare-backed C2 context. Shared cloud IP != actor-owned. agent:servers makes lists perishable. NOT OBSERVED by ETW. Alias NOD-EV in seed pass.,CAMPAIGN_ASSOCIATED
NRB-IND-0027,NodeRabbit,msmanagementgrp.com,domain,unspecified,PRIMARY-SOURCE,High,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T18:07:48Z,Azure/Cloudflare-backed C2 context. Shared cloud IP != actor-owned. agent:servers makes lists perishable. NOT OBSERVED by ETW. Alias NOD-EV in seed pass.,CAMPAIGN_ASSOCIATED
NRB-IND-0028,NodeRabbit,msmanagementgrpmedia.com,domain,unspecified,PRIMARY-SOURCE,High,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T18:07:48Z,Azure/Cloudflare-backed C2 context. Shared cloud IP != actor-owned. agent:servers makes lists perishable. NOT OBSERVED by ETW. Alias NOD-EV in seed pass.,CAMPAIGN_ASSOCIATED
NRB-IND-0029,NodeRabbit,healthful-hub.com,domain,2026-07-03,PRIMARY-SOURCE,Moderate,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T19:05:00Z,Kaspersky pattern-based additional Mirage Kitten asset (NameCheap). Not sample-bound to NodeRabbit implant. NOT OBSERVED ownership.,ASSOCIATION_ONLY
NRB-IND-0030,NodeRabbit,neumedicahealthcare.com,domain,2026-07-03,PRIMARY-SOURCE,Moderate,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T19:05:00Z,Pattern-based additional asset. ASSOCIATION_ONLY until sample linkage.,ASSOCIATION_ONLY
NRB-IND-0031,NodeRabbit,optimumhealthcredit.com,domain,2026-07-03,PRIMARY-SOURCE,Moderate,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T19:05:00Z,Pattern-based additional asset.,ASSOCIATION_ONLY
NRB-IND-0032,NodeRabbit,healthfullyrecipes.com,domain,2026-06-30,PRIMARY-SOURCE,Moderate,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T19:05:00Z,Pattern-based additional asset.,ASSOCIATION_ONLY
NRB-IND-0033,NodeRabbit,refreshhealthandwellness.com,domain,2026-06-09,PRIMARY-SOURCE,Moderate,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T19:05:00Z,Pattern-based additional asset.,ASSOCIATION_ONLY
NRB-IND-0034,NodeRabbit,healthvitalitycare.com,domain,2026-05-18,PRIMARY-SOURCE,Moderate,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T19:05:00Z,Pattern-based additional asset.,ASSOCIATION_ONLY
NRB-IND-0035,NodeRabbit,aceofspadesmanagement.com,domain,2026-05-18,PRIMARY-SOURCE,Moderate,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T19:05:00Z,Pattern-based additional asset.,ASSOCIATION_ONLY
NRB-IND-0036,NodeRabbit,glmediaagency.com,domain,2026-05-18,PRIMARY-SOURCE,Moderate,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T19:05:00Z,Pattern-based additional asset.,ASSOCIATION_ONLY
NRB-IND-0037,NodeRabbit,digimediaskill.com,domain,2026-05-18,PRIMARY-SOURCE,Moderate,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T19:05:00Z,Pattern-based additional asset.,ASSOCIATION_ONLY
NRB-IND-0038,NodeRabbit,healthyweightplan.com,domain,2026-05-18,PRIMARY-SOURCE,Moderate,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T19:05:00Z,Pattern-based additional asset.,ASSOCIATION_ONLY
NRB-IND-0039,NodeRabbit,mens-health-online.com,domain,2026-05-15,PRIMARY-SOURCE,Moderate,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T19:05:00Z,Pattern-based additional asset.,ASSOCIATION_ONLY
NRB-IND-0040,NodeRabbit,123289b3680c1d693db0e3702137cc55862dbe8b9a34376bcdf08bd0514b98e7,sha256,unspecified,PRIMARY-SOURCE,Moderate,false,https://blog.polyswarm.io/the-job-offer-has-claws-mirage-kitten-deploys-noderabbit-and-pollcat,2026-09-19T19:05:00Z,PolySwarm-published NodeRabbit-associated sample. NOT confirmed MD5 map for Front-Technical-Challenge.zip.,RELATED_SAMPLE
NRB-IND-0041,NodeRabbit,307ce2448211a5f5d122643f2a739aff33ede72c1858518c8de098f3148bbd00,sha256,unspecified,PRIMARY-SOURCE,Moderate,false,https://blog.polyswarm.io/the-job-offer-has-claws-mirage-kitten-deploys-noderabbit-and-pollcat,2026-09-19T19:05:00Z,PolySwarm-published NodeRabbit-associated sample. NOT confirmed MD5 map for Front-Technical-Challenge.zip.,RELATED_SAMPLE
NRB-IND-0042,NodeRabbit,colorized_terminal@2.1.0,package_name,unspecified,PRIMARY-SOURCE,High,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T19:10:00Z,Locally bundled trojanized npm; registry GET 404 OBSERVED_PASSIVE (NRB-PO-0200). Not PollCat.,CAMPAIGN_ASSOCIATED
NRB-IND-0043,NodeRabbit,pretty-log@2.1.0,package_name,unspecified,PRIMARY-SOURCE,High,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T19:10:00Z,Alternate local launcher; public registry lacks 2.1.0 (NRB-PO-0201). Name collides with unrelated 0.1.0.,CAMPAIGN_ASSOCIATED
NRB-IND-0044,NodeRabbit,node_modules/.cache/.320697f1/index.js,file_path,unspecified,PRIMARY-SOURCE,High,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T19:10:00Z,Implant launch path from colorized_terminal/pretty-log.,CAMPAIGN_ASSOCIATED
POL-IND-0001,PollCat,795e053a990a1569ffdcb57f48f6d085,md5,unspecified,PRIMARY-SOURCE,High,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T19:05:00Z,RankChallenge-react-6uJSX3-main.zip PollCat lure. Was mis-tagged NRB-IND-0011; keep NRB cross-ref only. SHA-256 unresolved.,CAMPAIGN_ASSOCIATED
POL-IND-0002,PollCat,sahi-finance.com,domain,unspecified,PRIMARY-SOURCE,High,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T19:05:00Z,PollCat registration C2 #1. NOT OBSERVED ownership.,CAMPAIGN_ASSOCIATED
POL-IND-0003,PollCat,gamebarappinformation.azurewebsites.net,domain,unspecified,PRIMARY-SOURCE,High,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T19:05:00Z,PollCat C2 #2 Azure. Shared edge ASSOCIATION_ONLY.,CAMPAIGN_ASSOCIATED
POL-IND-0004,PollCat,gamebarapp.azurewebsites.net,domain,unspecified,PRIMARY-SOURCE,High,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T19:05:00Z,PollCat C2 #3 Azure.,CAMPAIGN_ASSOCIATED
POL-IND-0005,PollCat,lifespotify.com,domain,unspecified,PRIMARY-SOURCE,High,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T19:05:00Z,OTP validation host; Kaspersky late-June-2026 registration claim.,CAMPAIGN_ASSOCIATED
POL-IND-0006,PollCat,https://lifespotify.com/api/users/b879746e-fed9-4211-a6da-4d8223681267/otp/validate,url,unspecified,PRIMARY-SOURCE,High,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T19:05:00Z,OTP validate URL path. Do not probe live.,CAMPAIGN_ASSOCIATED
POL-IND-0007,PollCat,requireObjects.js,filename,unspecified,PRIMARY-SOURCE,High,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T19:05:00Z,Malicious component started via requireAuth.js.,CAMPAIGN_ASSOCIATED
POL-IND-0008,PollCat,requireObject.js,filename,unspecified,PRIMARY-SOURCE,High,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T19:05:00Z,Windows persistence worker under %APPDATA%\Microsoft\Network.,CAMPAIGN_ASSOCIATED
POL-IND-0009,PollCat,com.harsh.requireobject.plist,filename,unspecified,PRIMARY-SOURCE,High,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T19:05:00Z,macOS LaunchAgent persistence marker.,CAMPAIGN_ASSOCIATED
POL-IND-0010,PollCat,NetSync_,scheduled_task_prefix,unspecified,PRIMARY-SOURCE,High,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T19:05:00Z,Windows task NetSync_<username> daily 09AM.,CAMPAIGN_ASSOCIATED
POL-IND-0011,PollCat,~/.node_packages,path,unspecified,PRIMARY-SOURCE,High,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T19:05:00Z,Linux/macOS persistence directory.,CAMPAIGN_ASSOCIATED
POL-IND-0012,PollCat,POST /beacon,http_endpoint,unspecified,PRIMARY-SOURCE,High,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T19:05:00Z,Registration; expects HTTP 400 + socketId.,CAMPAIGN_ASSOCIATED
POL-IND-0013,PollCat,GET /gate/fetch,http_endpoint,unspecified,PRIMARY-SOURCE,High,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T19:05:00Z,Command poll with token=socketId.,CAMPAIGN_ASSOCIATED
POL-IND-0014,PollCat,POST /gate/hello,http_endpoint,unspecified,PRIMARY-SOURCE,High,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T19:05:00Z,Host registration after socketId.,CAMPAIGN_ASSOCIATED
POL-IND-0015,PollCat,POST /api/system-details/result,http_endpoint,unspecified,PRIMARY-SOURCE,High,false,https://securelist.com/mirage-kitten-new-backdoors-noderabbit-pollcat/121244/,2026-09-19T19:05:00Z,SYSTEM_CHECK inventory exfil.,CAMPAIGN_ASSOCIATED
SYN-IND-0001,SynkLoader,https://filereserve.blob.core.windows.net/vgnghuyk/331/331.msi,url,2026-07/2026-08,PRIMARY-SOURCE,High,false,https://expel.com/blog/synkloader-when-you-throw-in-everything-but-the-kitchen-sink/,2026-09-19T19:05:00Z,Initial Teams-delivered MSI URL | NOT OBSERVED by ETW until passive row exists.,CAMPAIGN_ASSOCIATED
SYN-IND-0002,SynkLoader,151d2a7f52f047638ca8ad80c859c6bfe04d7510fb10933817fa0e3ba5d07a11,sha256,2026-07/2026-08,PRIMARY-SOURCE,High,false,https://expel.com/blog/synkloader-when-you-throw-in-everything-but-the-kitchen-sink/,2026-09-19T19:05:00Z,331.msi | NOT OBSERVED by ETW until passive row exists.,CAMPAIGN_ASSOCIATED
SYN-IND-0003,SynkLoader,80f08360ba768b152b71abb1cab557f552a13de18c83fe8e6396a197feec9185,sha256,2026-07/2026-08,PRIMARY-SOURCE,High,false,https://expel.com/blog/synkloader-when-you-throw-in-everything-but-the-kitchen-sink/,2026-09-19T19:05:00Z,cleaner.ps1 | NOT OBSERVED by ETW until passive row exists.,CAMPAIGN_ASSOCIATED
SYN-IND-0004,SynkLoader,209f69a6ca859f05c954096b30391a43fda33c9ed264dfdccf806697f04b06a8,sha256,2026-07/2026-08,PRIMARY-SOURCE,High,false,https://expel.com/blog/synkloader-when-you-throw-in-everything-but-the-kitchen-sink/,2026-09-19T19:05:00Z,archive6.zip | NOT OBSERVED by ETW until passive row exists.,CAMPAIGN_ASSOCIATED
SYN-IND-0005,SynkLoader,d150c70d2732df17aa77991b9ebf4c896f044445e900978581d9598dfa5dc98c,sha256,2026-07/2026-08,PRIMARY-SOURCE,High,false,https://expel.com/blog/synkloader-when-you-throw-in-everything-but-the-kitchen-sink/,2026-09-19T19:05:00Z,ss.py main loader | NOT OBSERVED by ETW until passive row exists.,CAMPAIGN_ASSOCIATED
SYN-IND-0006,SynkLoader,61f961cfebdf9967844526649b4b75bba5b1b83210b70aa1bffe3f64e6ac3112,sha256,2026-07/2026-08,PRIMARY-SOURCE,High,false,https://expel.com/blog/synkloader-when-you-throw-in-everything-but-the-kitchen-sink/,2026-09-19T19:05:00Z,msvcp150.dll PowerShell executor | NOT OBSERVED by ETW until passive row exists.,CAMPAIGN_ASSOCIATED
SYN-IND-0007,SynkLoader,8207d8d949530ea063ffd5d47ee81b74bf718ec0a4755e2349e6af9b91e92dc1,sha256,2026-07/2026-08,PRIMARY-SOURCE,High,false,https://expel.com/blog/synkloader-when-you-throw-in-everything-but-the-kitchen-sink/,2026-09-19T19:05:00Z,msvcp160.dll DLL loader | NOT OBSERVED by ETW until passive row exists.,CAMPAIGN_ASSOCIATED
SYN-IND-0008,SynkLoader,c4acda412774c292f0db5d64467a2dd09282cdea43c41967e8bf90f6298accf3,sha256,2026-07/2026-08,PRIMARY-SOURCE,High,false,https://expel.com/blog/synkloader-when-you-throw-in-everything-but-the-kitchen-sink/,2026-09-19T19:05:00Z,Profiling module loader | NOT OBSERVED by ETW until passive row exists.,CAMPAIGN_ASSOCIATED
SYN-IND-0009,SynkLoader,63622c1ddb3e2a9f11cac192e13ac7494f558516b19d5d8f140f6d0d4d38ea84,sha256,2026-07/2026-08,PRIMARY-SOURCE,High,false,https://expel.com/blog/synkloader-when-you-throw-in-everything-but-the-kitchen-sink/,2026-09-19T19:05:00Z,Persistence module loader | NOT OBSERVED by ETW until passive row exists.,CAMPAIGN_ASSOCIATED
SYN-IND-0010,SynkLoader,a335e75b78b601ebc5c258975d95fd79aa21f836fc6b79d82e9a22c596133f07,sha256,2026-07/2026-08,PRIMARY-SOURCE,High,false,https://expel.com/blog/synkloader-when-you-throw-in-everything-but-the-kitchen-sink/,2026-09-19T19:05:00Z,Fake lock screen loader | NOT OBSERVED by ETW until passive row exists.,CAMPAIGN_ASSOCIATED
